,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight
4,=5,Atheyna Bylon,PAN,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,6 April 1989,175,75
5,=5,Pooja Rani,IND,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,17 February 1991,0,0
6,=5,Tammara Thibeault,CAN,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,27 December 1996,0,0
7,=5,Rady Gramane,MOZ,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,11 November 1995,0,0
8,=9,Munkhbat Myagmarjargal,MGL,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,3 March 1992,0,0
9,=9,Aoife O'Rourke,IRL,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,2 July 1997,0,0
10,=9,Elżbieta Wójcik,POL,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,14 January 1996,0,0
11,=9,Naomi Graham,USA,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,15 May 1989,0,0
12,=9,Caitlin Parker,AUS,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,17 April 1996,0,0
13,=9,Ichrak Chaib,ALG,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,16 January 2001,174,75
14,=9,Nadezhda Ryabets,KAZ,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,14 September 2000,165,75
15,=9,Érika Stefania Pachito,ECU,NA,"Middleweight (69-75 kilograms), Women",BOX,Female,29 July 1995,0,0
0,1,Jiří Prskavec,CZE,Gold,"Kayak Singles, Slalom, Men",CSL,Male,18 May 1993,173,69
1,2,Jakub Grigar,SVK,Silver,"Kayak Singles, Slalom, Men",CSL,Male,27 April 1997,183,81
2,3,Hannes Aigner,GER,Bronze,"Kayak Singles, Slalom, Men",CSL,Male,19 March 1989,183,75
3,4,Felix Oschmautz,AUT,NA,"Kayak Singles, Slalom, Men",CSL,Male,18 July 1999,0,0
4,5,Michal Smolen,USA,NA,"Kayak Singles, Slalom, Men",CSL,Male,13 September 1993,181,70
5,6,Bradley Forbes-Cryans,GBR,NA,"Kayak Singles, Slalom, Men",CSL,Male,25 March 1995,0,0
6,7,Boris Neveu,FRA,NA,"Kayak Singles, Slalom, Men",CSL,Male,12 April 1986,0,0
7,8,Lucien Delfour,AUS,NA,"Kayak Singles, Slalom, Men",CSL,Male,22 December 1988,177,69
8,9,Erik Holmer,SWE,NA,"Kayak Singles, Slalom, Men",CSL,Male,5 April 1995,0,0
9,10,David Llorente,ESP,NA,"Kayak Singles, Slalom, Men",CSL,Male,16 December 1996,0,0
10,11,Antoine Launay,POR,NA,"Kayak Singles, Slalom, Men",CSL,Male,28 June 1993,190,88
11,12,Peter Kauzer,SLO,NA,"Kayak Singles, Slalom, Men",CSL,Male,8 September 1983,177,70
12,13,Martin Dougoud,SUI,NA,"Kayak Singles, Slalom, Men",CSL,Male,19 May 1991,0,0
13,14,Giovanni De Gennaro,ITA,NA,"Kayak Singles, Slalom, Men",CSL,Male,21 July 1992,185,80
14,15,Krzysztof Majerczak,POL,NA,"Kayak Singles, Slalom, Men",CSL,Male,1 February 1997,0,0
15,16,Kazuya Adachi,JPN,NA,"Kayak Singles, Slalom, Men",CSL,Male,23 October 1990,0,0
16,17,Quan Xin,CHN,NA,"Kayak Singles, Slalom, Men",CSL,Male,24 November 1996,0,0
17,18,Mathis Soudi,MAR,NA,"Kayak Singles, Slalom, Men",CSL,Male,26 November 1999,0,0
18,19,Pedro da Silva,BRA,NA,"Kayak Singles, Slalom, Men",CSL,Male,12 April 1993,176,69
19,20,Pavel Eygel,ROC,NA,"Kayak Singles, Slalom, Men",CSL,Male,1 March 1990,178,81
20,21,Lucas Rossi,ARG,NA,"Kayak Singles, Slalom, Men",CSL,Male,21 December 1994,0,0
21,22,Gabriel De Coster,BEL,NA,"Kayak Singles, Slalom, Men",CSL,Male,25 October 2000,0,0
22,23,Callum Gilbert,NZL,NA,"Kayak Singles, Slalom, Men",CSL,Male,15 January 1996,0,0
23,24,Michael Tayler,CAN,NA,"Kayak Singles, Slalom, Men",CSL,Male,6 February 1992,175,69
0,1,Benjamin Savšek,SLO,Gold,"Canadian Singles, Slalom, Men",CSL,Male,24 March 1987,177,74
1,2,Lukáš Rohan,CZE,Silver,"Canadian Singles, Slalom, Men",CSL,Male,30 May 1995,0,0
2,3,Sideris Tasiadis,GER,Bronze,"Canadian Singles, Slalom, Men",CSL,Male,7 May 1990,179,79
3,4,Adam Burgess,GBR,NA,"Canadian Singles, Slalom, Men",CSL,Male,17 July 1992,0,0
4,5,Martin Thomas,FRA,NA,"Canadian Singles, Slalom, Men",CSL,Male,15 September 1989,0,0
5,6,Matej Beňuš,SVK,NA,"Canadian Singles, Slalom, Men",CSL,Male,2 November 1987,196,83
6,7,Zachary Lokken,USA,NA,"Canadian Singles, Slalom, Men",CSL,Male,25 March 1994,178,73
7,8,Ander Elosegi,ESP,NA,"Canadian Singles, Slalom, Men",CSL,Male,14 November 1987,186,80
8,9,Daniel Watkins,AUS,NA,"Canadian Singles, Slalom, Men",CSL,Male,21 November 1995,0,0
9,10,Takuya Haneda,JPN,NA,"Canadian Singles, Slalom, Men",CSL,Male,17 July 1987,175,70
10,11,Matija Maranić,CRO,NA,"Canadian Singles, Slalom, Men",CSL,Male,24 December 1990,0,0
11,12,Aleksandr Kulikov,KAZ,NA,"Canadian Singles, Slalom, Men",CSL,Male,26 October 1997,0,0
12,13,Thomas Koechlin,SUI,NA,"Canadian Singles, Slalom, Men",CSL,Male,4 October 1991,0,0
13,14,Grzegorz Hedwig,POL,NA,"Canadian Singles, Slalom, Men",CSL,Male,17 July 1988,179,82
14,15,Liam Jegou,IRL,NA,"Canadian Singles, Slalom, Men",CSL,Male,9 January 1996,0,0
15,16,Cam Smedley,CAN,NA,"Canadian Singles, Slalom, Men",CSL,Male,9 October 1990,178,75
16,17,Jean-Pierre Bourhis,SEN,NA,"Canadian Singles, Slalom, Men",CSL,Male,29 March 1995,178,73
17,18,Pavel Eygel,ROC,NA,"Canadian Singles, Slalom, Men",CSL,Male,1 March 1990,178,81
0,1,Ricarda Funk,GER,Gold,"Kayak Singles, Slalom, Women",CSL,Female,15 April 1992,0,0
1,2,Maialen Chourraut,ESP,Silver,"Kayak Singles, Slalom, Women",CSL,Female,8 March 1983,161,55
2,3,Jess Fox,AUS,Bronze,"Kayak Singles, Slalom, Women",CSL,Female,11 June 1994,166,60
3,4,Stefanie Horn,ITA,NA,"Kayak Singles, Slalom, Women",CSL,Female,9 January 1991,168,59
4,5,Klaudia Zwolińska,POL,NA,"Kayak Singles, Slalom, Women",CSL,Female,18 December 1998,0,0
5,6,Luuka Jones,NZL,NA,"Kayak Singles, Slalom, Women",CSL,Female,18 October 1988,172,68
6,7,Martina Wegman,NED,NA,"Kayak Singles, Slalom, Women",CSL,Female,13 June 1989,0,0
7,8,Viktoriya Us,UKR,NA,"Kayak Singles, Slalom, Women",CSL,Female,29 April 1993,167,63
8,9,Eliška Mintálová,SVK,NA,"Kayak Singles, Slalom, Women",CSL,Female,23 March 1999,171,61
9,10,Kimberley Woods,GBR,NA,"Kayak Singles, Slalom, Women",CSL,Female,8 September 1995,0,0
10,11,Viktoria Wolffhardt,AUT,NA,"Kayak Singles, Slalom, Women",CSL,Female,26 June 1994,0,0
11,12,Evy Leibfarth,USA,NA,"Kayak Singles, Slalom, Women",CSL,Female,26 January 2004,163,50
12,13,Ana Sátila,BRA,NA,"Kayak Singles, Slalom, Women",CSL,Female,13 March 1996,163,58
13,14,Marie-Zélia Lafont,FRA,NA,"Kayak Singles, Slalom, Women",CSL,Female,9 January 1987,171,63
14,15,Kateřina Minařík Kudějová,CZE,NA,"Kayak Singles, Slalom, Women",CSL,Female,17 January 1990,173,63
15,16,Mònica Dòria ,AND,NA,"Kayak Singles, Slalom, Women",CSL,Female,4 December 1999,0,0
16,17,Alsu Minazova,ROC,NA,"Kayak Singles, Slalom, Women",CSL,Female,4 July 1998,0,0
17,18,Naemi Brändle,SUI,NA,"Kayak Singles, Slalom, Women",CSL,Female,20 June 2001,0,0
18,19,Aki Yazawa,JPN,NA,"Kayak Singles, Slalom, Women",CSL,Female,5 November 1991,156,50
19,20,Li Tong,CHN,NA,"Kayak Singles, Slalom, Women",CSL,Female,8 October 1988,0,0
20,21,Sofía Reinoso,MEX,NA,"Kayak Singles, Slalom, Women",CSL,Female,23 October 1996,0,0
21,22,Jane Nicholas,COK,NA,"Kayak Singles, Slalom, Women",CSL,Female,11 November 1992,0,0
22,23,Florence Maheu,CAN,NA,"Kayak Singles, Slalom, Women",CSL,Female,6 March 1993,0,0
23,24,Eva Terčelj,SLO,NA,"Kayak Singles, Slalom, Women",CSL,Female,21 January 1992,166,57
24,25,Yekaterina Lukichova-Smirnova,KAZ,NA,"Kayak Singles, Slalom, Women",CSL,Female,21 May 1988,165,63
25,26,Chang Chu-Han,TPE,NA,"Kayak Singles, Slalom, Women",CSL,Female,1 March 1993,0,0
26,27,Celia Jodar,MAR,NA,"Kayak Singles, Slalom, Women",CSL,Female,20 April 1988,0,0
0,1,Jess Fox,AUS,Gold,"Canadian Singles, Slalom, Women",CSL,Female,11 June 1994,166,60
1,2,Mallory Franklin,GBR,Silver,"Canadian Singles, Slalom, Women",CSL,Female,19 June 1994,0,0
2,3,Andrea Herzog,GER,Bronze,"Canadian Singles, Slalom, Women",CSL,Female,9 December 1999,0,0
3,4,Marjorie Delassus,FRA,NA,"Canadian Singles, Slalom, Women",CSL,Female,26 March 1998,0,0
4,5,Nadine Weratschnig,AUT,NA,"Canadian Singles, Slalom, Women",CSL,Female,18 April 1998,0,0
5,6,Tereza Fišerová,CZE,NA,"Canadian Singles, Slalom, Women",CSL,Female,23 February 1998,0,0
6,7,Viktoriya Us,UKR,NA,"Canadian Singles, Slalom, Women",CSL,Female,29 April 1993,167,63
7,8,Núria Vilarrubla,ESP,NA,"Canadian Singles, Slalom, Women",CSL,Female,9 March 1992,0,0
8,9,Monika Škáchová,SVK,NA,"Canadian Singles, Slalom, Women",CSL,Female,22 November 1999,174,68
9,10,Ana Sátila,BRA,NA,"Canadian Singles, Slalom, Women",CSL,Female,13 March 1996,163,58
10,11,Mònica Dòria ,AND,NA,"Canadian Singles, Slalom, Women",CSL,Female,4 December 1999,0,0
11,12,Alja Kozorog,SLO,NA,"Canadian Singles, Slalom, Women",CSL,Female,17 December 1996,0,0
12,13,Luuka Jones,NZL,NA,"Canadian Singles, Slalom, Women",CSL,Female,18 October 1988,172,68
13,14,Alsu Minazova,ROC,NA,"Canadian Singles, Slalom, Women",CSL,Female,4 July 1998,0,0
14,15,Marta Bertoncelli,ITA,NA,"Canadian Singles, Slalom, Women",CSL,Female,3 July 2001,0,0
15,16,Alena Marx,SUI,NA,"Canadian Singles, Slalom, Women",CSL,Female,31 December 2000,0,0
16,17,Chen Shi,CHN,NA,"Canadian Singles, Slalom, Women",CSL,Female,6 July 1993,0,0
17,18,Evy Leibfarth,USA,NA,"Canadian Singles, Slalom, Women",CSL,Female,26 January 2004,163,50
18,19,Aleksandra Stach,POL,NA,"Canadian Singles, Slalom, Women",CSL,Female,6 January 2000,0,0
19,20,Ayano Sato,JPN,NA,"Canadian Singles, Slalom, Women",CSL,Female,29 December 1996,0,0
20,21,Jane Nicholas,COK,NA,"Canadian Singles, Slalom, Women",CSL,Female,11 November 1992,0,0
21,22,Haley Daniels,CAN,NA,"Canadian Singles, Slalom, Women",CSL,Female,14 December 1990,0,0
0,1,Sándor Tótka,HUN,Gold,"Kayak Singles, 200 metres, Men",CAN,Male,27 July 1994,187,84
1,2,Manfredi Rizza,ITA,Silver,"Kayak Singles, 200 metres, Men",CAN,Male,26 April 1991,174,75
2,3,Liam Heath,GBR,Bronze,"Kayak Singles, 200 metres, Men",CAN,Male,17 August 1984,182,81
3,4,Kolos Csizmadia,HUN,NA,"Kayak Singles, 200 metres, Men",CAN,Male,1 September 1995,186,
4,5,Carlos Arévalo,ESP,NA,"Kayak Singles, 200 metres, Men",CAN,Male,6 December 1993,0,0
5,6,Petter Menning,SWE,NA,"Kayak Singles, 200 metres, Men",CAN,Male,8 August 1987,187,92
6,7,Saúl Craviotto,ESP,NA,"Kayak Singles, 200 metres, Men",CAN,Male,3 November 1984,192,98
7,8,Roberts Akmens,LAT,NA,"Kayak Singles, 200 metres, Men",CAN,Male,14 February 1996,0,0
8,9,Maxime Beaumont,FRA,NA,"Kayak Singles, 200 metres, Men",CAN,Male,23 April 1982,191,94
9,10,Mindaugas Maldonis,LTU,NA,"Kayak Singles, 200 metres, Men",CAN,Male,30 March 1991,0,0
10,11,Strahinja Stefanović,SRB,NA,"Kayak Singles, 200 metres, Men",CAN,Male,7 March 1998,0,0
11,12,Yevgeny Lukantsov,ROC,NA,"Kayak Singles, 200 metres, Men",CAN,Male,5 December 1991,187,91
12,13,Jo Gwang-Hui,KOR,NA,"Kayak Singles, 200 metres, Men",CAN,Male,24 December 1993,182,92
13,14,Nick Matveev,CAN,NA,"Kayak Singles, 200 metres, Men",CAN,Male,7 August 1997,0,0
14,15,Rubén Rézola,ARG,NA,"Kayak Singles, 200 metres, Men",CAN,Male,21 April 1991,174,80
15,16,Momotaro Matsushita,JPN,NA,"Kayak Singles, 200 metres, Men",CAN,Male,3 March 1988,168,75
16,17,Mark de Jonge,CAN,NA,"Kayak Singles, 200 metres, Men",CAN,Male,15 February 1984,180,91
17,18,Oleg Gusev,ROC,NA,"Kayak Singles, 200 metres, Men",CAN,Male,24 April 1996,0,0
18,19,Yang Xiaoxu,CHN,NA,"Kayak Singles, 200 metres, Men",CAN,Male,20 October 1996,0,0
19,20,Bojan Zdelar,SRB,NA,"Kayak Singles, 200 metres, Men",CAN,Male,11 April 2000,0,0
20,21,Momen Mahran,EGY,NA,"Kayak Singles, 200 metres, Men",CAN,Male,20 August 1996,0,0
21,22,Tuva'a Clifton,SAM,NA,"Kayak Singles, 200 metres, Men",CAN,Male,29 June 1997,0,0
22,23,Amado Cruz,BIZ,NA,"Kayak Singles, 200 metres, Men",CAN,Male,17 November 1987,0,0
23,24,Rudolf Berking-Williams,SAM,NA,"Kayak Singles, 200 metres, Men",CAN,Male,30 August 1978,186,86
24,25,Kohl Horton,COK,NA,"Kayak Singles, 200 metres, Men",CAN,Male,4 May 2004,0,0
0,1,Bálint Kopasz,HUN,Gold,"Kayak Singles, 1,000 metres, Men",CAN,Male,20 June 1997,181,72
1,2,Ádám Varga,HUN,Silver,"Kayak Singles, 1,000 metres, Men",CAN,Male,20 November 1999,194,
2,3,Fernando Pimenta,POR,Bronze,"Kayak Singles, 1,000 metres, Men",CAN,Male,13 August 1989,178,82
3,4,Jacob Schopf,GER,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,8 June 1999,0,0
4,5,Josef Dostál,CZE,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,3 March 1993,202,115
5,6,Zhang Dong,CHN,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,18 November 1996,0,0
6,7,Thomas Green,AUS,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,3 June 1999,0,0
7,8,Agustín Vernice,ARG,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,3 July 1995,0,0
8,9,Samuele Burgo,ITA,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,20 March 1998,0,0
9,10,Artuur Peters,BEL,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,26 October 1996,193,97
10,11,Jean Van Der Westhuyzen,AUS,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,9 December 1998,0,0
11,12,Aleh Yurenia,BLR,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,21 May 1990,186,90
12,13,Maksim Spesivtsev,ROC,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,8 April 1994,0,0
13,14,Peter Gelle,SVK,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,23 August 1984,183,82
14,15,Étienne Hubert,FRA,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,27 January 1988,185,86
15,16,Bojan Zdelar,SRB,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,11 April 2000,0,0
16,17,Roman Anoshkin,ROC,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,31 August 1987,192,95
17,18,Lars Magne Ullvang,NOR,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,1 August 1994,190,
18,19,Vagner Souta,BRA,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,10 February 1991,187,84
19,20,Simon McTavish,CAN,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,19 July 1996,0,0
20,21,Saeid Fazloula,EOR,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,9 August 1992,0,0
21,22,Guillaume Burger,FRA,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,25 January 1989,0,0
22,23,Ali Aghamirzaei,IRI,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,4 March 1993,0,0
23,24,Mohamed Mrabet,TUN,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,1 January 1990,182,84
24,25,Amado Cruz,BIZ,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,17 November 1987,0,0
25,26,Tuva'a Clifton,SAM,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,29 June 1997,0,0
26,27,Kohl Horton,COK,NA,"Kayak Singles, 1,000 metres, Men",CAN,Male,4 May 2004,0,0
0,1,Isaquias Queiroz,BRA,Gold,"Canadian Singles, 1,000 metres, Men",CAN,Male,3 January 1994,175,85
1,2,Liu Hao,CHN,Silver,"Canadian Singles, 1,000 metres, Men",CAN,Male,6 September 1993,0,0
2,3,Serghei Tarnovschi,MDA,Bronze,"Canadian Singles, 1,000 metres, Men",CAN,Male,24 June 1997,178,80
3,4,Adrien Bart,FRA,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,4 September 1991,185,84
4,5,Martin Fuksa,CZE,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,30 April 1993,180,83
5,6,Conrad Scheibner,GER,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,7 May 1996,0,0
6,7,Fernando Jorge,CUB,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,3 December 1998,173,70
7,8,Zheng Pengfei,CHN,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,7 April 1993,0,0
8,9,José Ramón Pelier,CUB,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,7 February 2001,0,0
9,10,Sebastian Brendel,GER,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,12 March 1988,192,92
10,11,Catalin Chirila,ROU,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,11 May 1998,0,0
11,12,Pavlo Altukhov,UKR,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,23 December 1995,185,90
12,13,Wiktor Głazunow,POL,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,24 October 1993,0,0
13,14,Connor Fitzpatrick,CAN,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,13 August 1998,0,0
14,15,Balázs Adolf,HUN,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,5 September 1999,188,
15,16,Yuriy Vandiuk,UKR,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,7 May 1994,0,0
16,17,Mateusz Kamiński,POL,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,3 May 1991,189,83
17,18,Pablo Martínez,ESP,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,12 December 1997,0,0
18,19,Viktor Melantyev,ROC,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,2 June 1986,195,95
19,20,"Petr Fuksa, Jr.",CZE,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,9 August 1998,0,0
20,21,Victor Mihalachi,ROU,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,24 February 1989,172,78
21,22,Jacky Jamael Nascimento Godmann,BRA,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,14 April 1999,0,0
22,23,Vladislav Chebotar,ROC,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,22 February 1997,0,0
23,24,Sergey Yemelyanov,KAZ,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,19 May 1995,0,0
24,25,Dániel Fejes,HUN,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,14 November 1999,178,78
25,26,Roland Varga,CAN,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,6 August 1990,0,0
26,27,Cayetano García,ESP,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,31 July 2001,0,0
27,28,Ghailene Khattali,TUN,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,17 June 2000,0,0
28,29,Takanori Tome,JPN,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,21 December 1992,0,0
29,30,Buly Triste,STP,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,4 July 1991,164,58
30,31,Joaquim Lobo,MOZ,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,6 January 1995,172,66
31,32,Roque Fernandes Dos Ramos,STP,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,13 January 1998,0,0
32,DNS,Rudolf Berking-Williams,SAM,NA,"Canadian Singles, 1,000 metres, Men",CAN,Male,30 August 1978,186,86
0,1,Lisa Carrington,NZL,Gold,"Kayak Singles, 200 metres, Women",CAN,Female,23 June 1989,168,63
1,2,Teresa Portela,ESP,Silver,"Kayak Singles, 200 metres, Women",CAN,Female,5 May 1982,172,69
2,3,Emma Jørgensen,DEN,Bronze,"Kayak Singles, 200 metres, Women",CAN,Female,30 January 1996,169,70
3,4,Marta Walczykiewicz,POL,NA,"Kayak Singles, 200 metres, Women",CAN,Female,1 August 1987,165,63
4,5,Linnea Stensils,SWE,NA,"Kayak Singles, 200 metres, Women",CAN,Female,8 March 1994,178,69
5,6,Dóra Lucz,HUN,NA,"Kayak Singles, 200 metres, Women",CAN,Female,26 September 1994,171,
6,7,Francesca Genzo,ITA,NA,"Kayak Singles, 200 metres, Women",CAN,Female,9 September 1993,0,0
7,8,Deborah Kerr,GBR,NA,"Kayak Singles, 200 metres, Women",CAN,Female,17 November 1997,0,0
8,9,Andréanne Langlois,CAN,NA,"Kayak Singles, 200 metres, Women",CAN,Female,1 April 1993,158,59
9,10,Teresa Portela,POR,NA,"Kayak Singles, 200 metres, Women",CAN,Female,30 October 1987,162,63
10,11,Svetlana Chernigovskaya,ROC,NA,"Kayak Singles, 200 metres, Women",CAN,Female,14 April 1994,0,0
11,12,Yin Mengdie,CHN,NA,"Kayak Singles, 200 metres, Women",CAN,Female,17 November 1997,0,0
12,13,Michelle Russell,CAN,NA,"Kayak Singles, 200 metres, Women",CAN,Female,27 June 1992,0,0
13,14,Milica Novaković,SRB,NA,"Kayak Singles, 200 metres, Women",CAN,Female,19 May 1988,176,74
14,15,Ma Qing,CHN,NA,"Kayak Singles, 200 metres, Women",CAN,Female,24 August 1992,174,68
15,16,Anna Kárász,HUN,NA,"Kayak Singles, 200 metres, Women",CAN,Female,20 September 1991,172,
16,17,Helena Wiśniewska,POL,NA,"Kayak Singles, 200 metres, Women",CAN,Female,18 April 1999,0,0
17,18,Emily Lewis,GBR,NA,"Kayak Singles, 200 metres, Women",CAN,Female,15 May 1993,0,0
18,19,Vanina Paoletti,FRA,NA,"Kayak Singles, 200 metres, Women",CAN,Female,10 December 1997,0,0
19,20,Nataliya Podolskaya,ROC,NA,"Kayak Singles, 200 metres, Women",CAN,Female,14 October 1993,170,64
20,21,Anamaria Govorčinović,CRO,NA,"Kayak Singles, 200 metres, Women",CAN,Female,17 May 1997,0,0
21,22,Léa Jamelot,FRA,NA,"Kayak Singles, 200 metres, Women",CAN,Female,28 November 1992,168,65
22,23,Joana Vasconcelos,POR,NA,"Kayak Singles, 200 metres, Women",CAN,Female,22 February 1991,169,62
23,24,Sara Corfixsen Milthers,DEN,NA,"Kayak Singles, 200 metres, Women",CAN,Female,14 January 2002,0,0
24,25,Yuliya Yuriychuk,UKR,NA,"Kayak Singles, 200 metres, Women",CAN,Female,1 July 1998,0,0
25,26,Mariya Kichasova-Skoryk,UKR,NA,"Kayak Singles, 200 metres, Women",CAN,Female,20 July 1993,0,0
26,27,Brenda Rojas,ARG,NA,"Kayak Singles, 200 metres, Women",CAN,Female,15 October 1995,166,64
27,28,Yuka Ono,JPN,NA,"Kayak Singles, 200 metres, Women",CAN,Female,2 August 1990,0,0
28,29,Khaoula Sassi,TUN,NA,"Kayak Singles, 200 metres, Women",CAN,Female,15 March 1998,0,0
29,30,Nataliya Sergeyeva,KAZ,NA,"Kayak Singles, 200 metres, Women",CAN,Female,3 May 1976,164,64
30,31,Anne Cairns,SAM,NA,"Kayak Singles, 200 metres, Women",CAN,Female,11 January 1981,0,0
31,32,Samaa Ahmed,EGY,NA,"Kayak Singles, 200 metres, Women",CAN,Female,22 July 1998,0,0
32,33,Jade Tierney,COK,NA,"Kayak Singles, 200 metres, Women",CAN,Female,18 April 2004,0,0
33,34,Amira Kheris,ALG,NA,"Kayak Singles, 200 metres, Women",CAN,Female,25 January 1999,0,0
0,1,Lisa Carrington,NZL,Gold,"Kayak Singles, 500 metres, Women",CAN,Female,23 June 1989,168,63
1,2,Tamara Csipes,HUN,Silver,"Kayak Singles, 500 metres, Women",CAN,Female,24 August 1989,176,78
2,3,Emma Jørgensen,DEN,Bronze,"Kayak Singles, 500 metres, Women",CAN,Female,30 January 1996,169,70
3,4,Danuta Kozák,HUN,NA,"Kayak Singles, 500 metres, Women",CAN,Female,11 January 1987,168,63
4,5,Linnea Stensils,SWE,NA,"Kayak Singles, 500 metres, Women",CAN,Female,8 March 1994,178,69
5,6,Hermien Peters,BEL,NA,"Kayak Singles, 500 metres, Women",CAN,Female,19 November 1994,0,0
6,7,Teresa Portela,POR,NA,"Kayak Singles, 500 metres, Women",CAN,Female,30 October 1987,162,63
7,8,Alyce Wood,AUS,NA,"Kayak Singles, 500 metres, Women",CAN,Female,11 August 1992,182,71
8,9,Caitlin Regal,NZL,NA,"Kayak Singles, 500 metres, Women",CAN,Female,9 February 1992,178,95
9,10,Sabrina Hering-Pradler,GER,NA,"Kayak Singles, 500 metres, Women",CAN,Female,16 February 1992,167,70
10,11,Justyna Iskrzycka,POL,NA,"Kayak Singles, 500 metres, Women",CAN,Female,7 November 1997,0,0
11,12,Milica Novaković,SRB,NA,"Kayak Singles, 500 metres, Women",CAN,Female,19 May 1988,176,74
12,13,Marta Walczykiewicz,POL,NA,"Kayak Singles, 500 metres, Women",CAN,Female,1 August 1987,165,63
13,14,Volha Khudzenka,BLR,NA,"Kayak Singles, 500 metres, Women",CAN,Female,12 May 1992,178,78
14,15,Mariya Povkh,UKR,NA,"Kayak Singles, 500 metres, Women",CAN,Female,8 January 1989,166,64
15,16,Alyssa Bull,AUS,NA,"Kayak Singles, 500 metres, Women",CAN,Female,1 December 1995,173,65
16,17,Anja Osterman,SLO,NA,"Kayak Singles, 500 metres, Women",CAN,Female,27 January 1993,0,0
17,18,Jule Hake,GER,NA,"Kayak Singles, 500 metres, Women",CAN,Female,24 September 1999,0,0
18,19,Isabel Contreras,ESP,NA,"Kayak Singles, 500 metres, Women",CAN,Female,25 February 1989,0,0
19,20,Špela Ponomarenko Janić,SLO,NA,"Kayak Singles, 500 metres, Women",CAN,Female,2 October 1981,169,65
