,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight,Age
1690,7,Vlad Dascălu,ROU,,"Cross-Country, Men",MTB,Male,1997-12-17,0,0,23
1691,8,Alan Hatherly,RSA,,"Cross-Country, Men",MTB,Male,1996-03-15,178,62,25
1692,9,Jordan Sarrou,FRA,,"Cross-Country, Men",MTB,Male,1992-12-09,0,0,28
1693,10,Milan Vader,NED,,"Cross-Country, Men",MTB,Male,1996-02-18,0,0,25
1694,11,Anton Sintsov,ROC,,"Cross-Country, Men",MTB,Male,1985-02-03,170,62,36
1695,12,Filippo Colombo,SUI,,"Cross-Country, Men",MTB,Male,1997-12-20,0,0,23
1696,13,Henrique Avancini,BRA,,"Cross-Country, Men",MTB,Male,1989-03-30,176,67,32
1697,14,Christopher Blevins,USA,,"Cross-Country, Men",MTB,Male,1998-03-14,0,0,23
1698,15,Jofre Cullell,ESP,,"Cross-Country, Men",MTB,Male,1999-03-10,0,0,22
1699,16,Martín Vidaurre,CHI,,"Cross-Country, Men",MTB,Male,2000-02-18,177,63,21
1700,17,Maximilian Foidl,AUT,,"Cross-Country, Men",MTB,Male,1995-10-08,0,0,25
1701,18,Jens Schuermans,BEL,,"Cross-Country, Men",MTB,Male,1993-02-13,175,64,28
1702,19,Bartłomiej Wawak,POL,,"Cross-Country, Men",MTB,Male,1993-08-25,0,0,27
1703,20,Gerhard Kerschbaumer,ITA,,"Cross-Country, Men",MTB,Male,1991-07-19,184,69,30
1704,21,Maximilian Brandl,GER,,"Cross-Country, Men",MTB,Male,1997-06-25,0,0,24
1705,22,Sebastian Fini Carstensen,DEN,,"Cross-Country, Men",MTB,Male,1995-03-26,0,0,26
1706,23,José Ulloa,MEX,,"Cross-Country, Men",MTB,Male,1996-10-19,0,0,24
1707,24,Erik Hægstad,NOR,,"Cross-Country, Men",MTB,Male,1996-12-26,185,,24
1708,25,Luca Braidot,ITA,,"Cross-Country, Men",MTB,Male,1991-05-29,179,69,30
1709,26,Peter Disera,CAN,,"Cross-Country, Men",MTB,Male,1995-02-21,0,0,26
1710,27,Luiz Henrique Cocuzzi,BRA,,"Cross-Country, Men",MTB,Male,1993-08-02,0,0,27
1711,28,Manuel Fumic,GER,,"Cross-Country, Men",MTB,Male,1982-03-30,173,68,39
1712,29,Kohei Yamamoto,JPN,,"Cross-Country, Men",MTB,Male,1985-08-20,182,69,35
1713,30,Daniel McConnell,AUS,,"Cross-Country, Men",MTB,Male,1985-08-09,180,70,35
1714,31,Alex Miller,NAM,,"Cross-Country, Men",MTB,Male,2000-11-20,0,0,20
1715,32,András Parti,HUN,,"Cross-Country, Men",MTB,Male,1982-09-18,174,67,38
1716,33,Shlomi Haimy,ISR,,"Cross-Country, Men",MTB,Male,1989-06-19,167,58,32
1717,34,Nadir Colledani,ITA,,"Cross-Country, Men",MTB,Male,1995-04-10,0,0,26
1718,35,Periklis Ilias,GRE,,"Cross-Country, Men",MTB,Male,1986-06-26,183,69,35
1719,36,Zhang Peng,CHN,,"Cross-Country, Men",MTB,Male,1996-10-09,0,0,24
1720,AC,Ondřej Cink,CZE,,"Cross-Country, Men",MTB,Male,1990-12-07,178,68,30
1721,AC,Mathieu van der Poel,NED,,"Cross-Country, Men",MTB,Male,1995-01-19,0,0,26
1722,1,Jolanda Neff,SUI,Gold,"Cross-Country, Women1",MTB,Female,1993-01-05,168,53,28
1723,2,Sina Frei,SUI,Silver,"Cross-Country, Women1",MTB,Female,1997-07-18,0,0,24
1724,3,Linda Indergand,SUI,Bronze,"Cross-Country, Women1",MTB,Female,1993-07-13,169,65,28
1725,4,Blanka Vas,HUN,,"Cross-Country, Women1",MTB,Female,2001-09-03,163,51,19
1726,5,Anne Terpstra,NED,,"Cross-Country, Women1",MTB,Female,1991-01-05,166,57,30
1727,6,Loana Lecomte,FRA,,"Cross-Country, Women1",MTB,Female,1999-08-08,0,0,21
1728,7,Evie Richards,GBR,,"Cross-Country, Women1",MTB,Female,1997-03-11,0,0,24
1729,8,Yana Belomoina,UKR,,"Cross-Country, Women1",MTB,Female,1992-11-02,164,46,28
1730,9,Haley Batten,USA,,"Cross-Country, Women1",MTB,Female,1998-09-19,0,0,22
1731,10,Pauline Ferrand-Prévot,FRA,,"Cross-Country, Women1",MTB,Female,1992-02-10,164,52,29
1732,11,Anne Tauber,NED,,"Cross-Country, Women1",MTB,Female,1995-05-19,0,0,26
1733,12,Malene Degn,DEN,,"Cross-Country, Women1",MTB,Female,1996-12-02,0,0,24
1734,13,Caroline Bohe,DEN,,"Cross-Country, Women1",MTB,Female,1999-07-23,0,0,22
1735,14,Jenny Rissveds,SWE,,"Cross-Country, Women1",MTB,Female,1994-06-06,165,55,27
1736,15,Kate Courtney,USA,,"Cross-Country, Women1",MTB,Female,1995-10-29,163,52,25
1737,16,Daniela Campuzano,MEX,,"Cross-Country, Women1",MTB,Female,1986-10-21,173,56,34
1738,17,Janika Lõiv,EST,,"Cross-Country, Women1",MTB,Female,1989-11-28,0,0,31
1739,18,Catharine Pendrel,CAN,,"Cross-Country, Women1",MTB,Female,1980-09-30,166,50,40
1740,19,Ronja Eibl,GER,,"Cross-Country, Women1",MTB,Female,1999-08-30,0,0,21
1741,20,Maja Włoszczowska,POL,,"Cross-Country, Women1",MTB,Female,1983-11-09,170,54,37
1742,21,Tanja Žakelj,SLO,,"Cross-Country, Women1",MTB,Female,1988-09-15,159,56,32
1743,22,Jitka Čábelická,CZE,,"Cross-Country, Women1",MTB,Female,1990-02-15,0,0,31
1744,23,Sofía Gómez,ARG,,"Cross-Country, Women1",MTB,Female,1994-04-15,0,0,27
1745,24,Candice Lill,RSA,,"Cross-Country, Women1",MTB,Female,1992-02-15,170,60,29
1746,25,Eva Lechner,ITA,,"Cross-Country, Women1",MTB,Female,1985-07-01,165,50,36
1747,26,Rocio Del Alba García,ESP,,"Cross-Country, Women1",MTB,Female,1997-08-29,0,0,23
1748,27,Raquel Queirós,POR,,"Cross-Country, Women1",MTB,Female,2000-03-04,167,56,21
1749,28,Rebecca McConnell,AUS,,"Cross-Country, Women1",MTB,Female,1991-09-27,158,49,29
1750,29,Haley Smith,CAN,,"Cross-Country, Women1",MTB,Female,1993-11-22,0,0,27
1751,30,Viktoriya Kirsanova,ROC,,"Cross-Country, Women1",MTB,Female,1998-10-29,0,0,22
1752,31,Erin Huck,USA,,"Cross-Country, Women1",MTB,Female,1981-06-17,154,52,40
1753,32,Elisabeth Brandau,GER,,"Cross-Country, Women1",MTB,Female,1985-12-16,0,0,35
1754,33,Githa Michiels,BEL,,"Cross-Country, Women1",MTB,Female,1983-03-28,166,60,38
1755,34,Yao Bianwa,CHN,,"Cross-Country, Women1",MTB,Female,1996-02-20,0,0,25
1756,35,Jaque Mourão,BRA,,"Cross-Country, Women1",MTB,Female,1975-12-27,170,55,45
1757,36,Michelle Vorster,NAM,,"Cross-Country, Women1",MTB,Female,1978-09-12,167,57,42
1758,37,Miho Imai,JPN,,"Cross-Country, Women1",MTB,Female,1987-05-29,0,0,34
1759,AC,Laura Stigger,AUT,,"Cross-Country, Women1",MTB,Female,2000-09-25,169,50,20
1760,1,Richard Carapaz,ECU,Gold,"Road Race, Individual, Men",CYC,Male,1993-05-29,0,0,28
1761,2,Wout Van Aert,BEL,Silver,"Road Race, Individual, Men",CYC,Male,1994-09-15,0,0,26
1762,3,Tadej Pogačar,SLO,Bronze,"Road Race, Individual, Men",CYC,Male,1998-09-21,0,0,22
1763,4,Bauke Mollema,NED,,"Road Race, Individual, Men",CYC,Male,1986-11-26,184,68,34
1764,5,Mike Woods,CAN,,"Road Race, Individual, Men",CYC,Male,1986-10-12,175,63,34
1765,6,Brandon McNulty,USA,,"Road Race, Individual, Men",CYC,Male,1998-04-02,0,0,23
1766,7,David Gaudu,FRA,,"Road Race, Individual, Men",CYC,Male,1996-10-10,0,0,24
1767,8,Rigoberto Urán,COL,,"Road Race, Individual, Men",CYC,Male,1987-01-26,171,53,34
1768,9,Adam Yates,GBR,,"Road Race, Individual, Men",CYC,Male,1992-08-07,172,58,28
1769,10,Maximilian Schachmann,GER,,"Road Race, Individual, Men",CYC,Male,1994-01-09,0,0,27
1770,11,Michał Kwiatkowski,POL,,"Road Race, Individual, Men",CYC,Male,1990-06-02,176,66,31
1771,12,Jakob Fuglsang,DEN,,"Road Race, Individual, Men",CYC,Male,1985-03-22,183,69,36
1772,13,João Almeida,POR,,"Road Race, Individual, Men",CYC,Male,1998-08-05,178,65,22
1773,14,Alberto Bettiol,ITA,,"Road Race, Individual, Men",CYC,Male,1993-10-29,0,0,27
1774,15,Dylan van Baarle,NED,,"Road Race, Individual, Men",CYC,Male,1992-05-21,0,0,29
1775,16,Dan Martin,IRL,,"Road Race, Individual, Men",CYC,Male,1986-08-20,176,63,34
1776,17,Simon Yates,GBR,,"Road Race, Individual, Men",CYC,Male,1992-08-07,0,0,28
1777,18,Patrick Konrad,AUT,,"Road Race, Individual, Men",CYC,Male,1991-10-13,0,0,29
1778,19,Rafał Majka,POL,,"Road Race, Individual, Men",CYC,Male,1989-09-12,173,61,31
1779,20,Gianni Moscon,ITA,,"Road Race, Individual, Men",CYC,Male,1994-04-20,0,0,27
1780,21,Aleksey Lutsenko,KAZ,,"Road Race, Individual, Men",CYC,Male,1992-09-07,0,0,28
1781,22,Toms Skujiņš,LAT,,"Road Race, Individual, Men",CYC,Male,1991-06-15,180,70,30
1782,23,Gorka Izagirre,ESP,,"Road Race, Individual, Men",CYC,Male,1987-10-07,0,0,33
1783,24,Damiano Caruso,ITA,,"Road Race, Individual, Men",CYC,Male,1987-10-12,179,65,33
1784,25,Marc Hirschi,SUI,,"Road Race, Individual, Men",CYC,Male,1998-08-24,0,0,22
1785,26,George Bennett,NZL,,"Road Race, Individual, Men",CYC,Male,1990-04-07,181,58,31
1786,27,Guillaume Martin,FRA,,"Road Race, Individual, Men",CYC,Male,1993-06-09,0,0,28
1787,28,Primož Roglič,SLO,,"Road Race, Individual, Men",CYC,Male,1989-10-29,177,66,31
1788,29,Emanuel Buchmann,GER,,"Road Race, Individual, Men",CYC,Male,1992-11-18,181,61,28
1789,30,Hermann Pernsteiner,AUT,,"Road Race, Individual, Men",CYC,Male,1990-08-07,0,0,30
1790,31,Michael Schär,SUI,,"Road Race, Individual, Men",CYC,Male,1986-09-29,198,78,34
1791,32,Pavel Sivakov,ROC,,"Road Race, Individual, Men",CYC,Male,1997-07-11,0,0,24
1792,33,Krists Neilands,LAT,,"Road Race, Individual, Men",CYC,Male,1994-08-18,0,0,26
1793,34,Markus Hoelgaard,NOR,,"Road Race, Individual, Men",CYC,Male,1994-10-04,187,,26
1794,35,Yukiya Arashiro,JPN,,"Road Race, Individual, Men",CYC,Male,1984-09-22,171,64,36
1795,36,Michael Kukrle,CZE,,"Road Race, Individual, Men",CYC,Male,1994-11-17,0,0,26
1796,37,Kevin Geniets,LUX,,"Road Race, Individual, Men",CYC,Male,1997-01-09,0,0,24
1797,38,Kenny Elissonde,FRA,,"Road Race, Individual, Men",CYC,Male,1991-07-22,0,0,30
1798,39,Eder Frayre,MEX,,"Road Race, Individual, Men",CYC,Male,1991-10-20,0,0,29
1799,40,Stefan Küng,SUI,,"Road Race, Individual, Men",CYC,Male,1993-11-16,0,0,27
1800,41,Nelson Oliveira,POR,,"Road Race, Individual, Men",CYC,Male,1989-03-06,180,67,32
1801,42,Alejandro Valverde,ESP,,"Road Race, Individual, Men",CYC,Male,1980-04-25,177,63,41
1802,43,Jan Polanc,SLO,,"Road Race, Individual, Men",CYC,Male,1992-05-06,172,60,29
1803,44,Tom Dumoulin,NED,,"Road Race, Individual, Men",CYC,Male,1990-11-11,186,70,30
1804,45,Esteban Chaves,COL,,"Road Race, Individual, Men",CYC,Male,1990-01-17,164,54,31
1805,46,Tanel Kangert,EST,,"Road Race, Individual, Men",CYC,Male,1987-03-11,178,66,34
1806,47,Jhonnatan Narváez,ECU,,"Road Race, Individual, Men",CYC,Male,1997-03-04,0,0,24
1807,48,Richie Porte,AUS,,"Road Race, Individual, Men",CYC,Male,1985-01-30,172,62,36
1808,49,Remco Evenepoel,BEL,,"Road Race, Individual, Men",CYC,Male,2000-01-25,0,0,21
1809,50,Amanuel Ghebreigzabhier,ERI,,"Road Race, Individual, Men",CYC,Male,1994-08-17,0,0,26
1810,51,Wilco Kelderman,NED,,"Road Race, Individual, Men",CYC,Male,1991-03-25,0,0,30
1811,52,Stefan de Bod,RSA,,"Road Race, Individual, Men",CYC,Male,1996-11-17,0,0,24
1812,53,Vincenzo Nibali,ITA,,"Road Race, Individual, Men",CYC,Male,1984-11-14,180,60,36
1813,54,Nikias Arndt,GER,,"Road Race, Individual, Men",CYC,Male,1991-11-18,0,0,29
1814,55,Merhawi Kudus,ERI,,"Road Race, Individual, Men",CYC,Male,1994-01-23,0,0,27
1815,56,Anatoliy Budiak,UKR,,"Road Race, Individual, Men",CYC,Male,1995-09-29,0,0,25
1816,57,Benoit Cosnefroy,FRA,,"Road Race, Individual, Men",CYC,Male,1995-10-17,0,0,25
1817,58,Tiesj Benoot,BEL,,"Road Race, Individual, Men",CYC,Male,1994-03-11,0,0,27
1818,59,Aleksandr Vlasov,ROC,,"Road Race, Individual, Men",CYC,Male,1996-04-23,0,0,25
1819,60,Giulio Ciccone,ITA,,"Road Race, Individual, Men",CYC,Male,1994-12-20,0,0,26
1820,61,Tobias Foss,NOR,,"Road Race, Individual, Men",CYC,Male,1997-05-25,184,,24
1821,62,Jesús Herrada,ESP,,"Road Race, Individual, Men",CYC,Male,1990-07-26,0,0,31
1822,63,Polychronis Tzortzakis,GRE,,"Road Race, Individual, Men",CYC,Male,1989-01-03,0,0,32
1823,64,Murodzhon Khalmuratov,UZB,,"Road Race, Individual, Men",CYC,Male,1982-06-11,185,68,39
1824,65,Guillaume Boivin,CAN,,"Road Race, Individual, Men",CYC,Male,1989-05-25,0,0,32
1825,66,Aliaksandr Riabushenko,BLR,,"Road Race, Individual, Men",CYC,Male,1995-10-12,0,0,25
1826,67,Jan Tratnik,SLO,,"Road Race, Individual, Men",CYC,Male,1990-02-23,0,0,31
1827,68,Andrey Amador,CRC,,"Road Race, Individual, Men",CYC,Male,1986-08-29,183,73,34
1828,69,Nairo Quintana,COL,,"Road Race, Individual, Men",CYC,Male,1990-02-04,0,0,31
1829,70,Gregor Mühlberger,AUT,,"Road Race, Individual, Men",CYC,Male,1994-04-04,0,0,27
1830,71,Lucas Hamilton,AUS,,"Road Race, Individual, Men",CYC,Male,1996-02-12,0,0,25
1831,72,Luke Durbridge,AUS,,"Road Race, Individual, Men",CYC,Male,1991-04-09,0,0,30
1832,73,Michel Ries,LUX,,"Road Race, Individual, Men",CYC,Male,1998-03-11,0,0,23
1833,74,Gino Mäder,SUI,,"Road Race, Individual, Men",CYC,Male,1997-01-04,0,0,24
1834,75,Nicolas Roche,IRL,,"Road Race, Individual, Men",CYC,Male,1984-07-03,178,70,37
1835,76,Edward Dunbar,IRL,,"Road Race, Individual, Men",CYC,Male,1996-09-01,0,0,24
1836,77,Mauri Vansevenant,BEL,,"Road Race, Individual, Men",CYC,Male,1999-06-01,0,0,22
1837,78,Michael Valgren Hundahl,DEN,,"Road Race, Individual, Men",CYC,Male,1992-02-07,0,0,29
1838,79,Jon Izaguirre,ESP,,"Road Race, Individual, Men",CYC,Male,1989-02-04,172,61,32
1839,80,Lawson Craddock,USA,,"Road Race, Individual, Men",CYC,Male,1992-02-20,178,68,29
1840,81,Sergio Andrés Higuita,COL,,"Road Race, Individual, Men",CYC,Male,1997-08-01,0,0,23
1841,82,Tobias Halland Johannessen,NOR,,"Road Race, Individual, Men",CYC,Male,1999-08-23,178,,21
1842,83,Andreas Leknessund,NOR,,"Road Race, Individual, Men",CYC,Male,1999-05-21,185,72,22
1843,84,Nariyuki Masuda,JPN,,"Road Race, Individual, Men",CYC,Male,1983-10-23,0,0,37
1844,85,Hugo Houle,CAN,,"Road Race, Individual, Men",CYC,Male,1990-09-27,183,69,30
1845,AC,Eduardo Sepúlveda,ARG,,"Road Race, Individual, Men",CYC,Male,1991-06-13,173,63,30
1846,AC,Vadim Pronskiy,KAZ,,"Road Race, Individual, Men",CYC,Male,1998-06-04,0,0,23
1847,AC,Attila Valter,HUN,,"Road Race, Individual, Men",CYC,Male,1998-06-12,186,65,23
1848,AC,Ryan Gibbons,RSA,,"Road Race, Individual, Men",CYC,Male,1994-08-13,0,0,26
1849,AC,Nicholas Dlamini,RSA,,"Road Race, Individual, Men",CYC,Male,1995-08-12,0,0,25
1850,AC,Orluis Alberto Aular,VEN,,"Road Race, Individual, Men",CYC,Male,1996-11-05,0,0,24
1851,AC,Rémi Cavagna,FRA,,"Road Race, Individual, Men",CYC,Male,1995-08-10,0,0,25
1852,AC,Juraj Sagan,SVK,,"Road Race, Individual, Men",CYC,Male,1988-12-23,173,66,32
1853,AC,Geraint Thomas,GBR,,"Road Race, Individual, Men",CYC,Male,1986-05-25,183,70,35
1854,AC,Maciej Bodnar,POL,,"Road Race, Individual, Men",CYC,Male,1985-03-07,186,78,36
1855,AC,Ilnur Zakarin,ROC,,"Road Race, Individual, Men",CYC,Male,1989-09-15,0,0,31
1856,AC,Peeter Pruus,EST,,"Road Race, Individual, Men",CYC,Male,1989-07-16,0,0,32
1857,AC,Zdeněk Štybar,CZE,,"Road Race, Individual, Men",CYC,Male,1985-12-11,183,72,35
1858,AC,Josip Rumac,CRO,,"Road Race, Individual, Men",CYC,Male,1994-10-26,0,0,26
1859,AC,Christopher Juul Jensen,DEN,,"Road Race, Individual, Men",CYC,Male,1989-07-06,185,75,32
1860,AC,Manuel Rodas,GUA,,"Road Race, Individual, Men",CYC,Male,1984-07-05,171,67,37
1861,AC,Omar Fraile,ESP,,"Road Race, Individual, Men",CYC,Male,1990-07-17,0,0,31
1862,AC,Christofer Jurado,PAN,,"Road Race, Individual, Men",CYC,Male,1995-10-27,0,0,25
1863,AC,Greg Van Avermaet,BEL,,"Road Race, Individual, Men",CYC,Male,1985-05-17,181,74,36
1864,AC,Lukáš Kubiš,SVK,,"Road Race, Individual, Men",CYC,Male,2000-01-31,175,68,21
1865,AC,Azzadine Lagab,ALG,,"Road Race, Individual, Men",CYC,Male,1986-09-18,172,67,34
1866,AC,Eduard-Michael Grosu,ROU,,"Road Race, Individual, Men",CYC,Male,1992-09-04,0,0,28
1867,AC,Paul Daumont,BUR,,"Road Race, Individual, Men",CYC,Male,1999-09-01,0,0,21
1868,AC,Kasper Asgreen,DEN,,"Road Race, Individual, Men",CYC,Male,1995-02-08,0,0,26
1869,AC,Feng Chun-Kai,TPE,,"Road Race, Individual, Men",CYC,Male,1988-11-02,0,0,32
1870,AC,Tao Geoghegan Hart,GBR,,"Road Race, Individual, Men",CYC,Male,1995-03-30,0,0,26
1871,AC,Mohcine El-Kouraji,MAR,,"Road Race, Individual, Men",CYC,Male,1997-12-01,0,0,23
1872,AC,Dmitry Gruzdev,KAZ,,"Road Race, Individual, Men",CYC,Male,1986-03-13,0,0,35
1873,AC,Patrick Bevin,NZL,,"Road Race, Individual, Men",CYC,Male,1991-02-15,0,0,30
1874,AC,Saeid Safarzadeh,IRI,,"Road Race, Individual, Men",CYC,Male,1985-09-21,0,0,35
1875,AC,Yoeri Havik,NED,,"Road Race, Individual, Men",CYC,Male,1991-02-19,0,0,30
1876,AC,Choy Hiu Fung,HKG,,"Road Race, Individual, Men",CYC,Male,1996-01-17,0,0,25
1877,AC,Royner Navarro,PER,,"Road Race, Individual, Men",CYC,Male,1992-08-01,0,0,28
1878,AC,Hamza Mansouri,ALG,,"Road Race, Individual, Men",CYC,Male,1999-04-13,0,0,22
1879,AC,Evaldas Šiškevičius,LTU,,"Road Race, Individual, Men",CYC,Male,1988-12-30,0,0,32
1880,AC,Moise Mugisha,RWA,,"Road Race, Individual, Men",CYC,Male,1997-01-01,0,0,24
1881,AC,Tristan de Lange,NAM,,"Road Race, Individual, Men",CYC,Male,1997-06-15,0,0,24
1882,AC,Onur Balkan,TUR,,"Road Race, Individual, Men",CYC,Male,1996-03-10,176,70,25
1883,AC,Ahmet Örken,TUR,,"Road Race, Individual, Men",CYC,Male,1993-03-12,177,69,28
1884,AC,Wang Ruidong,CHN,,"Road Race, Individual, Men",CYC,Male,2000-07-08,0,0,21
1885,AC,Elchin Asadov,AZE,,"Road Race, Individual, Men",CYC,Male,1987-02-12,175,,34
1886,DNS,Simon Geschke,GER,,"Road Race, Individual, Men",CYC,Male,1986-03-13,170,64,35
1887,DNS,Michal Schlegel,CZE,,"Road Race, Individual, Men",CYC,Male,1995-05-31,0,0,26
1888,1,Primož Roglič,SLO,Gold,"Individual Time Trial, Men",CYC,Male,1989-10-29,177,66,31
1889,2,Tom Dumoulin,NED,Silver,"Individual Time Trial, Men",CYC,Male,1990-11-11,186,70,30
1890,3,Rohan Dennis,AUS,Bronze,"Individual Time Trial, Men",CYC,Male,1990-05-28,182,72,31
1891,4,Stefan Küng,SUI,,"Individual Time Trial, Men",CYC,Male,1993-11-16,0,0,27
1892,5,Filippo Ganna,ITA,,"Individual Time Trial, Men",CYC,Male,1996-07-25,195,75,25
1893,6,Wout Van Aert,BEL,,"Individual Time Trial, Men",CYC,Male,1994-09-15,0,0,26
1894,7,Kasper Asgreen,DEN,,"Individual Time Trial, Men",CYC,Male,1995-02-08,0,0,26
1895,8,Rigoberto Urán,COL,,"Individual Time Trial, Men",CYC,Male,1987-01-26,171,53,34
1896,9,Remco Evenepoel,BEL,,"Individual Time Trial, Men",CYC,Male,2000-01-25,0,0,21
1897,10,Patrick Bevin,NZL,,"Individual Time Trial, Men",CYC,Male,1991-02-15,0,0,30
1898,11,Alberto Bettiol,ITA,,"Individual Time Trial, Men",CYC,Male,1993-10-29,0,0,27
1899,12,Geraint Thomas,GBR,,"Individual Time Trial, Men",CYC,Male,1986-05-25,183,70,35
1900,13,Hugo Houle,CAN,,"Individual Time Trial, Men",CYC,Male,1990-09-27,183,69,30
1901,14,Stefan de Bod,RSA,,"Individual Time Trial, Men",CYC,Male,1996-11-17,0,0,24
1902,15,Maximilian Schachmann,GER,,"Individual Time Trial, Men",CYC,Male,1994-01-09,0,0,27
1903,16,João Almeida,POR,,"Individual Time Trial, Men",CYC,Male,1998-08-05,178,65,22
1904,17,Rémi Cavagna,FRA,,"Individual Time Trial, Men",CYC,Male,1995-08-10,0,0,25
1905,18,Maciej Bodnar,POL,,"Individual Time Trial, Men",CYC,Male,1985-03-07,186,78,36
1906,19,Nikias Arndt,GER,,"Individual Time Trial, Men",CYC,Male,1991-11-18,0,0,29
1907,20,Aleksandr Vlasov,ROC,,"Individual Time Trial, Men",CYC,Male,1996-04-23,0,0,25
1908,21,Nelson Oliveira,POR,,"Individual Time Trial, Men",CYC,Male,1989-03-06,180,67,32
1909,22,Tanel Kangert,EST,,"Individual Time Trial, Men",CYC,Male,1987-03-11,178,66,34
1910,23,Tobias Foss,NOR,,"Individual Time Trial, Men",CYC,Male,1997-05-25,184,,24
1911,24,Brandon McNulty,USA,,"Individual Time Trial, Men",CYC,Male,1998-04-02,0,0,23
1912,25,George Bennett,NZL,,"Individual Time Trial, Men",CYC,Male,1990-04-07,181,58,31
1913,26,Michael Kukrle,CZE,,"Individual Time Trial, Men",CYC,Male,1994-11-17,0,0,26
1914,27,Richie Porte,AUS,,"Individual Time Trial, Men",CYC,Male,1985-01-30,172,62,36
1915,28,Nicolas Roche,IRL,,"Individual Time Trial, Men",CYC,Male,1984-07-03,178,70,37
1916,29,Tao Geoghegan Hart,GBR,,"Individual Time Trial, Men",CYC,Male,1995-03-30,0,0,26
1917,30,Toms Skujiņš,LAT,,"Individual Time Trial, Men",CYC,Male,1991-06-15,180,70,30
1918,31,Patrick Konrad,AUT,,"Individual Time Trial, Men",CYC,Male,1991-10-13,0,0,29
1919,32,Aleksey Lutsenko,KAZ,,"Individual Time Trial, Men",CYC,Male,1992-09-07,0,0,28
1920,33,Amanuel Ghebreigzabhier,ERI,,"Individual Time Trial, Men",CYC,Male,1994-08-17,0,0,26
1921,34,Lawson Craddock,USA,,"Individual Time Trial, Men",CYC,Male,1992-02-20,178,68,29
1922,35,Saeid Safarzadeh,IRI,,"Individual Time Trial, Men",CYC,Male,1985-09-21,0,0,35
1923,36,Azzadine Lagab,ALG,,"Individual Time Trial, Men",CYC,Male,1986-09-18,172,67,34
1924,37,Lukáš Kubiš,SVK,,"Individual Time Trial, Men",CYC,Male,2000-01-31,175,68,21
1925,38,Ahmad Badreddin Wais,EOR,,"Individual Time Trial, Men",CYC,Male,1991-01-15,0,0,30
1926,AC,Jon Izaguirre,ESP,,"Individual Time Trial, Men",CYC,Male,1989-02-04,172,61,32
1927,1,Anna Kiesenhofer,AUT,Gold,"Road Race, Individual, Women",CYC,Female,1991-02-14,0,0,30
1928,2,Annemiek van Vleuten,NED,Silver,"Road Race, Individual, Women",CYC,Female,1982-10-08,168,59,38
1929,3,Elisa Longo Borghini,ITA,Bronze,"Road Race, Individual, Women",CYC,Female,1991-12-10,170,59,29
1930,4,Lotte Kopecky,BEL,,"Road Race, Individual, Women",CYC,Female,1995-11-10,171,66,25
1931,5,Marianne Vos,NED,,"Road Race, Individual, Women",CYC,Female,1987-05-13,169,59,34
1932,6,Lisa Brennauer,GER,,"Road Race, Individual, Women",CYC,Female,1988-06-08,168,63,33
1933,7,Coryn Rivera,USA,,"Road Race, Individual, Women",CYC,Female,1992-08-26,0,0,28
1934,8,Marta Cavalli,ITA,,"Road Race, Individual, Women",CYC,Female,1998-03-18,0,0,23
1935,9,Olga Zabelinskaya,UZB,,"Road Race, Individual, Women",CYC,Female,1980-05-10,175,61,41
1936,10,Cecilie Uttrup Ludwig,DEN,,"Road Race, Individual, Women",CYC,Female,1995-08-23,0,0,25
1937,11,Lizzie Deignan,GBR,,"Road Race, Individual, Women",CYC,Female,1988-12-18,168,55,32
1938,12,Margarita Victo García,ESP,,"Road Race, Individual, Women",CYC,Female,1984-01-02,0,0,37
1939,13,Ashleigh Moolman-Pasio,RSA,,"Road Race, Individual, Women",CYC,Female,1985-12-09,163,52,35
1940,14,Katarzyna Niewiadoma,POL,,"Road Race, Individual, Women",CYC,Female,1994-09-29,169,57,26
1941,15,Anna van der Breggen,NED,,"Road Race, Individual, Women",CYC,Female,1990-04-18,167,56,31
1942,16,Karol-Ann Canuel,CAN,,"Road Race, Individual, Women",CYC,Female,1988-04-18,163,51,33
1943,17,Alena Amialiusik,BLR,,"Road Race, Individual, Women",CYC,Female,1989-02-06,169,52,32
1944,18,Marta Lach,POL,,"Road Race, Individual, Women",CYC,Female,1997-05-26,0,0,24
1945,19,Eugenia Bujak,SLO,,"Road Race, Individual, Women",CYC,Female,1989-06-25,0,0,32
1946,20,Christine Majerus,LUX,,"Road Race, Individual, Women",CYC,Female,1987-02-25,174,57,34
1947,21,Eri Yonamine,JPN,,"Road Race, Individual, Women",CYC,Female,1991-04-25,160,51,30
1948,22,Paula Andrea Patino,COL,,"Road Race, Individual, Women",CYC,Female,1997-03-29,0,0,24
1949,23,Liane Lippert,GER,,"Road Race, Individual, Women",CYC,Female,1998-01-13,0,0,23
1950,24,Omer Shapira,ISR,,"Road Race, Individual, Women",CYC,Female,1994-09-09,0,0,26
1951,25,Demi Vollering,NED,,"Road Race, Individual, Women",CYC,Female,1996-11-15,0,0,24
1952,26,Tiffany Cromwell,AUS,,"Road Race, Individual, Women",CYC,Female,1988-07-06,0,0,33
1953,27,Anna Plichta,POL,,"Road Race, Individual, Women",CYC,Female,1992-02-10,176,60,29
1954,28,Ane Santesteban,ESP,,"Road Race, Individual, Women",CYC,Female,1990-12-12,160,48,30
1955,29,Leah Thomas,USA,,"Road Race, Individual, Women",CYC,Female,1989-05-30,0,0,32
